trans_datetime,merchant,category,amt,gender,state,job,trans_num,is_fraud
1/1/2019 16:41,fraud_Schuppe LLC,entertainment,85.85,F,IA,Camera operator,82301dbf95bb75dc132bd8b8bbc15424,0
1/1/2019 16:42,fraud_Rolfson-Kunde,personal_care,51.99,M,MS,"Therapist, occupational",c2a0d33e692b81a95b63ffec3454705e,0
1/1/2019 16:43,fraud_Beer-Jast,kids_pets,8.51,M,CT,Health service manager,a0e168147eebe7a797553669288f8bac,0
1/1/2019 16:44,fraud_Medhurst Inc,home,10.56,M,OK,Fitness centre manager,a3c4bb35f7ad29bb19429af1fab4195e,0
1/1/2019 16:44,fraud_Bogisich-Homenick,misc_net,7.3,F,MN,"Lecturer, further education",1e4466d1c174b068c592f23cff67c65e,0
1/1/2019 16:45,"fraud_Schiller, Blanda and Johnson",home,10.22,F,IL,Race relations officer,0d8d67a997dd659a3c8b7178db86267c,0
1/1/2019 16:46,fraud_Cormier LLC,health_fitness,45.2,F,NY,Film/video editor,f0fe0dfd1d364221ae2a0b1afded875a,0
1/1/2019 16:47,fraud_Bernier and Sons,kids_pets,97.96,M,MO,Television floor manager,a7c6bd71ba9e2038ef2afcab2d3bfc9a,0
1/1/2019 16:49,fraud_White and Sons,home,51,F,NC,Toxicologist,43e0d689e3f856a4c85e6e16e9e70375,0
1/1/2019 16:49,"fraud_Watsica, Haag and Considine",shopping_pos,8.41,F,MN,"Scientist, audiological",6436d95f8f7f366d64640895b0e1c6a4,0
1/1/2019 16:49,fraud_Fritsch and Sons,health_fitness,69.41,F,CT,Comptroller,84a7b04c7647e5cea172d92ba2970f78,0
1/1/2019 16:50,"fraud_Konopelski, Schneider and Hartmann",food_dining,94.33,F,OK,Barrister,c7f5c8e8e3e9709d98c2573553a9f3ef,0
1/1/2019 16:50,fraud_Jast Ltd,shopping_net,88.69,F,CA,Civil Service fast streamer,517bbd506df8515bfde0af5a2bc4d827,0
1/1/2019 16:51,fraud_Kulas Group,health_fitness,21.41,F,KY,Advertising account executive,47648858a12536e0475b3900f95ac353,0
1/1/2019 16:51,fraud_Dickinson Ltd,personal_care,34.71,F,KS,Chief Executive Officer,fc53dae0cf2c9931a1f624d3d63d01a2,0
1/1/2019 16:52,fraud_Bauch-Blanda,entertainment,43.08,F,AZ,Counselling psychologist,69d6f735577db17b34204f41129aa20c,0
1/1/2019 16:52,fraud_Hermann and Sons,shopping_pos,8.67,F,NE,"Engineer, automotive",e9d4e1c3379a39dfa1cd55e8e07ad2f9,0
1/1/2019 16:52,"fraud_Roberts, Daniel and Macejkovic",kids_pets,55.07,M,SD,Volunteer coordinator,d9514bcb39d1ed1eca9ee8aefe3449f8,0
1/1/2019 16:52,"fraud_Nicolas, Hills and McGlynn",entertainment,31.86,M,AK,"Administrator, education",c730db7af4201581d8f0dd3d28b2a12a,0
1/1/2019 16:53,"fraud_Pouros, Walker and Spencer",kids_pets,58.8,M,CA,Barista,7c41dec270008662553ffc24bbf6afa7,0
1/1/2019 16:53,fraud_Ruecker-Mayert,kids_pets,114.79,F,NC,"Psychologist, counselling",fadb4dafef079a1a0381360bbe80b3c0,0
1/1/2019 16:53,"fraud_Wiza, Schaden and Stark",misc_pos,12.17,M,AL,Musician,a3d8888e496bc6a54f4657806efc5e2c,0
1/1/2019 16:53,"fraud_Hintz, Bauch and Smith",health_fitness,2.69,F,MI,Learning disability nurse,2717609edce5db769a8307feddcd190d,0
1/1/2019 16:54,fraud_Schimmel-Olson,kids_pets,48.3,M,IL,Exhibition designer,a7535dc8bab1da51fb843d1f96ee9ebf,0
1/1/2019 16:54,fraud_Sporer-Keebler,personal_care,2.38,M,NM,Public relations account executive,c978732b9663a0b9411430e2ab60eb4e,0
1/1/2019 16:54,fraud_Hirthe-Beier,health_fitness,21.88,M,MI,"Doctor, hospital",a4a2139a4a114917679314ca15e9a1e3,0
1/1/2019 16:55,"fraud_Streich, Rolfson and Wilderman",kids_pets,31.7,M,PA,General practice doctor,e1aa852b2536eba35207b9bacd2b447b,0
1/1/2019 16:56,fraud_Wisozk and Sons,misc_pos,5.51,M,MT,"Engineer, drilling",d182b8d481296dccaf13e4735107ac81,0
1/1/2019 16:57,fraud_Abshire PLC,entertainment,6.95,M,IA,Probation officer,08966fe6bc1f8f48d0ebfce5ee02f472,0
1/1/2019 16:58,fraud_Streich Ltd,home,36.53,M,AR,Financial adviser,a99d24ea197c663c7a14189dc8370154,0
1/1/2019 16:59,"fraud_Wiza, Schaden and Stark",misc_pos,2.18,F,CT,Herpetologist,69be620089b57196f6ef5864866a0541,0
1/1/2019 16:59,"fraud_Hagenes, Kohler and Hoppe",food_dining,181.55,F,MI,Trade mark attorney,dac097e74867e6e05915932ff0f63cee,0
1/1/2019 16:59,fraud_Schoen Ltd,kids_pets,32.15,F,GA,"Teacher, special educational needs",2d64cc6600934dd609e886b538563618,0
1/1/2019 16:59,fraud_Medhurst Inc,home,28.52,M,IA,Community pharmacist,8f63eadcc0448e4d7d6ebc31eeb08c07,0
1/1/2019 17:00,fraud_Baumbach Ltd,personal_care,11.74,F,KS,Textile designer,4a51fbd436f4084b620a434592555ea9,0
1/1/2019 17:00,fraud_Bahringer-Streich,food_dining,3.85,M,IL,Commercial/residential surveyor,257a9dda29d7f12afdb3247a08b37c49,0
1/1/2019 17:00,fraud_Deckow-Dare,food_dining,1.68,M,NY,"Therapist, drama",2c32a8f2eea4e086611af71a27d46de4,0
1/1/2019 17:00,fraud_Ratke and Sons,health_fitness,87.81,M,LA,Biomedical scientist,7590d0022abf52e78836c83223e65f18,0
1/1/2019 17:01,"fraud_Schumm, McLaughlin and Carter",food_dining,4.57,F,MD,Insurance underwriter,f9bce822d8a855f322e37ef790746442,0
1/1/2019 17:03,fraud_Windler LLC,kids_pets,1.88,F,VA,Energy engineer,a2041694ed2372fd32e3ca1f2b04b2c9,0
1/1/2019 17:03,fraud_Nolan-Williamson,kids_pets,62,F,NY,"Pharmacist, hospital",5bb0a710afdedf0f3a9151a5997db5ca,0
1/1/2019 17:03,fraud_Medhurst Inc,home,96.15,F,VA,Chief Operating Officer,a3416bcf4df04db7ef53fdaf27ec614b,0
1/1/2019 17:03,fraud_Kerluke-Abshire,shopping_net,9.17,F,TX,"Copywriter, advertising",4bd3ac994c8b20102ecb1e91fee45ac5,0
1/1/2019 17:03,fraud_Kutch-Wilderman,home,41.11,M,AL,Musician,92c98418cf1a7d406f945716718c13a1,0
1/1/2019 17:03,fraud_Schulist Ltd,food_dining,50.61,F,CO,Water engineer,2a4e5fc7d8cc6665d11de2dfc2a0541d,0
1/1/2019 17:04,fraud_Roob-Okuneva,health_fitness,71.24,M,AR,"Designer, ceramics/pottery",08eab821f0f55e0390fcd82ade085e84,0
1/1/2019 17:05,"fraud_Lakin, Ferry and Beatty",food_dining,49.27,F,MS,Fine artist,6dd5ef7862e36b9f75eb83af76360780,0
1/1/2019 17:05,fraud_Lubowitz-Walter,kids_pets,39.64,M,CA,Firefighter,f3870d607e888d38a79ef952b28e676b,0
1/1/2019 17:05,fraud_Bednar PLC,kids_pets,89.61,M,ME,Audiological scientist,1887c447c6d598e2559e1b1f3f35d5f4,0
1/1/2019 17:06,fraud_Gottlieb Group,kids_pets,166.8,F,FL,Primary school teacher,415e39baad9608d29025e28ed99dda98,0
1/1/2019 17:07,"fraud_Okuneva, Schneider and Rau",shopping_pos,2.09,F,MI,Geophysicist/field seismologist,6347bb40335685c0ad5c50a910eb5f67,0
1/1/2019 17:07,fraud_Mayert Group,shopping_pos,1.6,M,NH,Surgeon,ca616866327d023cde41946234d1c846,0
1/1/2019 17:07,fraud_Cartwright PLC,kids_pets,38.77,M,MD,Press photographer,d3a909b40d256a432399d782c43f82e4,0
1/1/2019 17:08,"fraud_Schroeder, Wolff and Hermiston",travel,1.23,M,MI,"Engineer, automotive",78bda8e1a6fd1a1f7ff94cd17eceb6dd,0
1/1/2019 17:08,"fraud_Koss, Hansen and Lueilwitz",home,33.14,F,FL,Paramedic,8470906ba0dc4e9db9724f55e1e006e4,0
1/1/2019 17:08,fraud_Harris Group,food_dining,62.19,M,OH,Accounting technician,ca58398faecfcf87de32eebc83ab4fd3,0
1/1/2019 17:10,fraud_Fritsch LLC,travel,8.06,M,MN,Music tutor,9c8108f1b4bbb5cdb365eb61986d33be,0
1/1/2019 17:10,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,9.98,F,IL,"Scientist, research (physical sciences)",0beee982b2cfd98e60acc8a46312c844,0
1/1/2019 17:11,"fraud_Cormier, Stracke and Thiel",entertainment,71.49,M,CA,Early years teacher,2e26571c287b04eb6213c46d2b5cf66f,0
1/1/2019 17:12,fraud_Corwin-Romaguera,travel,1.99,M,NH,Surgeon,fcf060577eea8d878ecf69527e8f2dbb,0
1/1/2019 17:13,fraud_Dietrich-Fadel,health_fitness,12.58,M,CA,Learning mentor,9ae33b40ae4f639711276a6bdfead0d0,0
1/1/2019 17:14,"fraud_Haley, Jewess and Bechtelar",shopping_pos,8.7,M,VA,"Scientist, biomedical",b62b3d7920575944cc5c8182118692ce,0
1/1/2019 17:14,fraud_Abbott-Steuber,personal_care,8.84,F,CT,Comptroller,6f51efaef1d8e05c3d2d961de13686c0,0
1/1/2019 17:14,"fraud_Kling, Howe and Schneider",home,36.07,M,TX,"Librarian, public",4a36e33771c09dbf34a851c8c455ae4f,0
1/1/2019 17:15,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,9.83,M,MD,Paediatric nurse,c2c6ba3b07a2cd8ef0dc27e444be6b9e,0
1/1/2019 17:16,fraud_Kozey-Kuhlman,personal_care,17.69,F,NY,Pensions consultant,f913f178b848eff06765fa20a694c296,0
1/1/2019 17:16,fraud_Waelchi-Wolf,kids_pets,120.8,F,TX,"Scientist, biomedical",cc4052b5536ad301eb62adfb67b9b81e,0
1/1/2019 17:16,fraud_Conroy Ltd,shopping_pos,8.66,M,NY,Further education lecturer,cb8cd75b0d6c3bf7dc49c52e7a7b0f86,0
1/1/2019 17:17,"fraud_Windler, Goodwin and Kovacek",home,238.29,F,PA,"Administrator, charities/voluntary organisations",dc2ebc70888063d67b849ef4bb0e518c,0
1/1/2019 17:19,fraud_Will Ltd,food_dining,9.41,M,NE,Chiropodist,8cdbb05fa050e95e42fb07d940810004,0
1/1/2019 17:19,fraud_Maggio-Fahey,misc_pos,4.08,F,NY,IT trainer,848597a840aec719c061f937a5ca5240,0
1/1/2019 17:19,fraud_Cormier LLC,health_fitness,24.75,M,NY,Cytogeneticist,c0f15b875f51c5a875f2a19fb036fe70,0
1/1/2019 17:20,fraud_Hudson-Grady,shopping_pos,9.07,F,WA,Special educational needs teacher,1f9810e19a2bce00d0c763f3388e4d2b,0
1/1/2019 17:21,fraud_Berge-Hills,kids_pets,66.94,M,KS,Product/process development scientist,b95d6909080cb222b639ed16b206efaa,0
1/1/2019 17:21,"fraud_Hintz, Bauch and Smith",health_fitness,97.63,M,TX,Video editor,167fda5388ad2c37bf5a3c90c53e8a41,0
1/1/2019 17:22,fraud_Kautzer and Sons,personal_care,1.91,F,CA,"Therapist, music",2187595c8884e8a2e6b43ff3d0ee86ab,0
1/1/2019 17:22,fraud_Breitenberg-Hermiston,kids_pets,321.89,F,MI,Learning disability nurse,7468d01bb8d874a14ded653434270a66,0
1/1/2019 17:22,fraud_Graham and Sons,health_fitness,11.04,M,IL,"Psychologist, clinical",0880a14157195602df910aaad0b98fce,0
1/1/2019 17:22,fraud_Berge-Hills,kids_pets,51.55,M,NE,"Solicitor, Scotland",4f506167cd2e3ad0c8454a5d8ece9d81,0
1/1/2019 17:22,fraud_Jacobi and Sons,shopping_pos,8.28,M,AL,Curator,0c9cfacb7a7056b5c6814c601ece53b7,0
1/1/2019 17:23,"fraud_Bradtke, Torp and Bahringer",personal_care,16.13,F,FL,Environmental consultant,89a7a11c175c1ad2511d043d4727f6f5,0
1/1/2019 17:24,fraud_Jakubowski Inc,home,24.95,M,FL,"Programme researcher, broadcasting/film/video",3c3a5994d759fbfaa53bc0b479d033f8,0
1/1/2019 17:25,fraud_Kuhn LLC,misc_net,1.06,F,GA,"Teacher, special educational needs",ebd0f770a7fa794acd673c92648ffc11,0
1/1/2019 17:27,"fraud_Reichert, Huels and Hoppe",shopping_net,6.29,F,NY,Comptroller,b5544b4ab007e9f373852f6205900b81,0
1/1/2019 17:29,fraud_Brown PLC,misc_net,159.43,F,TX,Financial adviser,ef0cc4f040df3ef06e3b8811f7b2ab51,0
1/1/2019 17:30,"fraud_Eichmann, Hayes and Treutel",travel,413.17,M,PA,Dealer,fa79f1028806f72187aced5c7c56f2f1,0
1/1/2019 17:30,fraud_White and Sons,home,32.38,F,WV,Physiotherapist,c37f58bb3eaf509930f31adedf849f91,0
1/1/2019 17:30,fraud_Gulgowski LLC,home,81.25,M,OH,Exhibition designer,fc90511abf756c12f6a0a214c21a42c2,0
1/1/2019 17:30,fraud_Wilkinson PLC,kids_pets,84.11,M,VA,"Designer, ceramics/pottery",0f3220413497420bf47c0080cbd2da54,0
1/1/2019 17:31,fraud_Emmerich-Rau,personal_care,42.26,F,OH,Press photographer,0f17fe36e0663acb011b6d21e7de2240,0
1/1/2019 17:32,"fraud_Cronin, Kshlerin and Weber",health_fitness,53.32,F,MI,"Exhibitions officer, museum/gallery",1f58f90aa5eb9c06f066da77aaea5821,0
1/1/2019 17:32,fraud_Hickle Group,shopping_pos,2.7,F,TX,IT trainer,0a6c19fe3bdcd30d176c2c475791d16e,0
1/1/2019 17:33,fraud_Greenholt Ltd,health_fitness,72.97,M,WY,Freight forwarder,f4f90905d5b1c6d277af7cf5b7db3341,0
1/1/2019 17:33,"fraud_Brown, Homenick and Lesch",health_fitness,18.4,M,CA,Soil scientist,f53b46ebb3ddc9dca3958849e3b6dc83,0
1/1/2019 17:34,"fraud_Roberts, Ryan and Smith",personal_care,8.83,F,IL,Landscape architect,ca609ddd2d0baed701610cc2a7d7e572,0
1/1/2019 17:35,fraud_Boyer-Reichert,shopping_net,2.19,M,WI,Child psychotherapist,3eb6b0946350598e62f6bf37c07a886e,0
1/1/2019 17:35,fraud_Gerhold LLC,home,8.07,F,VT,"Scientist, marine",cee417aeb84e8bb1a1c18e694c276549,0
1/1/2019 17:36,fraud_Wisozk and Sons,misc_pos,7.01,M,WV,Exhibition designer,65db39f2f54c981f3e848876533b3180,0
1/1/2019 17:36,fraud_Rolfson-Kunde,personal_care,221.13,M,GA,Field seismologist,880250de8540c5ff95d1a177a075b434,0
1/1/2019 17:37,fraud_Stiedemann Ltd,food_dining,25.98,M,FL,"Engineer, land",15489b7da0bf1efebb70a6921f8a5973,0
1/1/2019 17:37,fraud_Gaylord-Powlowski,home,141,F,NM,"Surveyor, land/geomatics",0121469deb055debc9ef94dbab4e089d,0
1/1/2019 17:38,fraud_Kutch-Ferry,home,77.97,M,OH,Exhibition designer,342b79d917902dc964129cce67f2fe70,0
1/1/2019 17:39,fraud_Morissette LLC,entertainment,49.15,M,MI,Police officer,b6fada9b825fdaffa136e1acffc63533,0
1/1/2019 17:39,fraud_Labadie LLC,personal_care,30.42,F,MS,Fine artist,aa775e700cbf5ff54929f1165dd43647,0
1/1/2019 17:40,fraud_Erdman-Schaden,personal_care,1.16,F,KS,Secondary school teacher,2da6478ff60a9e369eef2c0047d7964b,0
1/1/2019 17:40,fraud_Reilly LLC,home,300.25,M,IL,Commercial/residential surveyor,9f4df586e5329c0432a374935c8e2654,0
1/1/2019 17:41,"fraud_Lubowitz, Terry and Stracke",personal_care,37.56,M,NM,Historic buildings inspector/conservation officer,b3b2fabffb1c0619fc7b445a6e89454e,0
1/1/2019 17:41,fraud_Emmerich-Rau,personal_care,30.78,F,MO,Electronics engineer,897b5dffb2a0f5d3a15af787ec1bad36,0
1/1/2019 17:41,"fraud_Dare, Fritsch and Zboncak",health_fitness,78.27,F,SC,Social researcher,1bfcd21941e35d58fa8868e5ef5e7377,0
1/1/2019 17:41,"fraud_Cronin, Kshlerin and Weber",health_fitness,75.78,F,NY,Race relations officer,545fbe5a6a4234b2bd413da23a7efa39,0
1/1/2019 17:41,"fraud_Gutmann, McLaughlin and Wiza",home,58.85,F,AR,"Programmer, applications",2087447a70f6712c41931f5f71bfce5f,0
1/1/2019 17:42,fraud_Jast Ltd,shopping_net,7.42,F,VT,Claims inspector/assessor,bfa42fdccf6d5854e600fdef83ff084d,0
1/1/2019 17:42,fraud_Ankunding LLC,shopping_net,2.03,F,VA,Chartered accountant,93938fc3061783ad5a974638d80150f5,0
1/1/2019 17:42,fraud_White and Sons,home,18.1,F,KY,"Development worker, international aid",1afae3f599838fb3a721c3e46f0afcb3,0
1/1/2019 17:43,"fraud_Schroeder, Hauck and Treutel",entertainment,27.4,F,OK,Occupational psychologist,ec2b12bad841ea74e231a7cbfdb1e772,0
1/1/2019 17:44,fraud_Harris Group,food_dining,20.2,F,CO,Water engineer,f3f49a5e1d5a91f59be451809960dbbe,0
1/1/2019 17:44,"fraud_Mante, Luettgen and Hackett",health_fitness,95.73,M,KY,Facilities manager,71d9ec1efe82b64f4c07c5f9368d1b97,0
1/1/2019 17:45,fraud_Powlowski-Weimann,food_dining,80.77,F,AZ,Petroleum engineer,86e29c02ce75acdf6b26f810aaaf5376,0
1/1/2019 17:45,fraud_Weber and Sons,food_dining,58.91,F,LA,"Designer, furniture",4d207c9d569023db47ce871cb94fcc6d,0
1/1/2019 17:46,fraud_Pollich LLC,home,88.29,M,NJ,Insurance risk surveyor,00e750b7d15ccf45c940a31821d3c3f6,0
1/1/2019 17:46,"fraud_Yost, Schamberger and Windler",kids_pets,4.19,M,NY,Building surveyor,582796be9ff1b4837f1a7fe12094f868,0
1/1/2019 17:47,"fraud_Gottlieb, Considine and Schultz",shopping_net,214.84,F,OH,Medical sales representative,a30ec720322450014ffd78489f2ba85d,0
1/1/2019 17:47,"fraud_Kuhic, Bins and Pfeffer",shopping_net,155.81,F,WY,Music therapist,4f6ce86297522ef4e5af5421de0b2045,0
1/1/2019 17:47,"fraud_Durgan, Gislason and Spencer",home,22.67,M,NC,Retail buyer,6f7dd9c6b0c9448d112cdb903fa4fcd0,0
1/1/2019 17:48,fraud_Carroll PLC,health_fitness,75.21,M,PA,Dealer,1e4a9b51eb23d11437bbcea53b6b6a7f,0
1/1/2019 17:48,"fraud_Ruecker, Beer and Collier",shopping_net,4.73,F,VT,"Scientist, marine",339d4bdd5ade82d962ed9b3cd2d2cbd4,0
1/1/2019 17:49,fraud_Schulist Ltd,food_dining,3.11,F,MO,Production manager,ca3db4521c49df828f6d480b48f5aee4,0
1/1/2019 17:49,fraud_Watsica LLC,personal_care,69.36,M,VT,"Development worker, community",f45bd0b7b805b2bbae7ba7fbfe42862d,0
1/1/2019 17:50,fraud_Friesen-Ortiz,personal_care,45.24,F,TX,Systems developer,25f937c1e54bb8080f59d2395e681bc9,0
1/1/2019 17:50,fraud_Treutel-King,travel,3.26,M,WV,Accounting technician,3d1011ba23290cada98588a659373ba1,0
1/1/2019 17:51,fraud_Waters-Cruickshank,health_fitness,64.24,F,IA,Sports administrator,7e38c9e56bfddf56a0f98268d35126d0,0
1/1/2019 17:51,"fraud_Hauck, Dietrich and Funk",kids_pets,67.01,F,NY,Colour technologist,81211d5c1fbe4d801d1ed3360d650748,0
1/1/2019 17:51,fraud_Hilpert-Conroy,kids_pets,25.67,M,IL,Trade mark attorney,708f592b88e3e0e94e98c3d5a3dc7391,0
1/1/2019 17:53,fraud_Waelchi-Wolf,kids_pets,44.37,M,MI,Chief Financial Officer,0fabd840d9da23d73e6e78537c3bde4b,0
1/1/2019 17:54,fraud_Dach-Nader,misc_net,103.21,F,NJ,"Engineer, control and instrumentation",68cb7d9ba2a098cddf90060ace026293,0
1/1/2019 17:55,fraud_Schoen Ltd,kids_pets,23.21,M,WV,Special effects artist,fbfe3a09155272a04c04eec36e28ee86,0
1/1/2019 17:55,"fraud_Roberts, Daniel and Macejkovic",kids_pets,66.02,F,NY,Records manager,ac75f419ab0f0fa68fd8aac151a266ad,0
1/1/2019 17:55,fraud_Jacobi Inc,health_fitness,18.11,F,AR,Pharmacologist,08b975b12c4ba4cb7146d83740c842df,0
1/1/2019 17:55,fraud_Morissette-Schaefer,personal_care,149.54,F,TX,Sports development officer,62852fbef3e12bb68d605a77be4c0cab,0
1/1/2019 17:55,"fraud_Nienow, Ankunding and Collier",misc_pos,99.24,M,FL,"Engineer, land",27d32465b19f847e835654f47e5ac40a,0
1/1/2019 17:56,"fraud_Haley, Batz and Auer",health_fitness,76.59,M,MN,Horticultural therapist,d4419857653a4aacfb633442d87dc745,0
1/1/2019 17:58,fraud_Altenwerth-Kilback,home,13.48,M,NJ,"Programmer, multimedia",ebd27a99b380810ac953f0343d059383,0
1/1/2019 18:00,fraud_Greenholt Ltd,health_fitness,97.04,F,IA,Camera operator,a287328e4834f5028e7c39a4e7e599bd,0
1/1/2019 18:00,"fraud_Welch, Rath and Koepp",entertainment,117.26,F,VA,Chartered accountant,117fad5e376b6b3226e46289381bba17,0
1/1/2019 18:00,fraud_Schaefer Ltd,kids_pets,53.95,F,MA,Counselling psychologist,1af6d39a95e3d6fca6027b6b574d369c,0
1/1/2019 18:00,fraud_Fisher Inc,shopping_net,4.3,M,NM,IT consultant,33544c28f1569c086e3b275231a3dd0c,0
1/1/2019 18:01,fraud_Hammes-Beatty,kids_pets,7.14,F,IN,"Psychologist, forensic",aa99f167a4ab53deb6bb51caff5aabdf,0
1/1/2019 18:01,fraud_Baumbach Ltd,personal_care,1.94,F,NE,Telecommunications researcher,2b7449b471722a9682beb520e68ddc09,0
1/1/2019 18:01,fraud_Altenwerth-Kilback,home,86.44,M,WI,Television/film/video producer,d1693c2a9b77a1128861a4c4fd5714de,0
1/1/2019 18:01,fraud_Kilback Group,food_dining,5.15,F,OH,Insurance underwriter,fa9d8367db70711d88c75506b106372c,0
1/1/2019 18:02,"fraud_Witting, Beer and Ernser",home,153.04,F,CA,Occupational psychologist,66ea77705b55da16f4d9fddd7737c0b1,0
1/1/2019 18:03,"fraud_Cole, Hills and Jewess",home,57.61,M,CA,Immigration officer,63ad9e3abcc405f17f5f4e7c0b699410,0
1/1/2019 18:04,fraud_Lubowitz-Walter,kids_pets,37.06,M,HI,Physiotherapist,834e9e38ac4276890eb7df8446d7d6ff,0
1/1/2019 18:05,"fraud_Witting, Beer and Ernser",home,22.9,F,OR,"Engineer, biomedical",d011f4f25d032cc5c3be5a02ed08eee1,0
1/1/2019 18:05,fraud_Powlowski-Weimann,food_dining,137.32,F,IL,"Presenter, broadcasting",73c0131d8f112e67ae65ac4b63fba160,0
1/1/2019 18:06,fraud_Pollich LLC,home,74.94,F,AL,Materials engineer,bcf9d7a247182df8189370f65937c18a,0
1/1/2019 18:06,fraud_Howe Ltd,misc_pos,45.85,F,VA,Chief Operating Officer,060d46d7df6e7b6f4f137a755615ceff,0
1/1/2019 18:06,fraud_Carroll PLC,health_fitness,12.7,M,FL,"Engineer, land",923fafc7c1f476eab2adbc0423cd62dc,0
1/1/2019 18:08,fraud_Thiel PLC,misc_pos,6.85,F,VT,Claims inspector/assessor,e5fbf3c0a08be6ab98a7b3737cb274d0,0
1/1/2019 18:09,"fraud_Hagenes, Kohler and Hoppe",food_dining,69.99,M,IN,Retail banker,07c865cb852b9ff22e869fee104117c2,0
1/1/2019 18:09,fraud_Abbott-Rogahn,entertainment,33.4,F,FL,Paramedic,525cb6be5e9fa5d6893da177096dfefd,0
1/1/2019 18:10,"fraud_Roberts, Daniel and Macejkovic",kids_pets,97.2,F,MO,Naval architect,ec453bb870cb4d74ad9b9d39d4183e3c,0
1/1/2019 18:11,"fraud_Conroy, Balistreri and Gorczany",health_fitness,74.4,M,OH,Exhibition designer,4c246a02ed0ffbdf844b5004840b9d4a,0
1/1/2019 18:11,"fraud_Reichel, Bradtke and Blanda",travel,7.58,M,NC,Retail buyer,e6e5a4dff0bf1196251870ebc5409979,0
1/1/2019 18:11,"fraud_O'Reilly, Mohr and Purdy",home,76.36,M,PA,Dealer,7e661c5c124bb273a3e77062a09127e7,0
1/1/2019 18:12,fraud_Greenholt Ltd,health_fitness,25.59,M,IN,Retail banker,836905db68c941438c323408bd1b27bf,0
1/1/2019 18:13,fraud_Berge-Hills,kids_pets,42.08,M,GA,Rural practice surveyor,1ec8d1648f2b8f0ff632564aa6b7cba1,0
1/1/2019 18:14,fraud_Ullrich Ltd,kids_pets,81.07,F,KY,"Therapist, sports",55fd928057b7517be0e28caaae3918eb,0
1/1/2019 18:14,"fraud_Witting, Beer and Ernser",home,13.59,F,WY,Public librarian,a255d49905aa0c6fbfecfcedf3ec92a9,0
1/1/2019 18:14,"fraud_Denesik, Powlowski and Pouros",home,2.32,F,TX,Drilling engineer,09e4142b72cc5b4505e6e5b624a829e2,0
1/1/2019 18:14,fraud_Kessler Inc,travel,461.28,M,MO,Tourist information centre manager,b0c876de8b09c9879fe1c61d7495a02e,0
1/1/2019 18:14,fraud_Heller PLC,health_fitness,14.64,F,NY,"Producer, radio",5a47af80e9a76e2d95e452a6b5547e8d,0
1/1/2019 18:15,fraud_Schroeder Group,health_fitness,38.46,F,IL,Materials engineer,8449f2e1be2c2f712224312ed2b33e2c,0
1/1/2019 18:15,fraud_Ernser-Feest,home,23.05,M,PA,Event organiser,f3fb768cd75eb13e327a48e6f7514fe7,0
1/1/2019 18:17,fraud_Metz-Boehm,shopping_pos,12.31,F,TX,Sub,a44338b0f5124ee53520a878dd35991c,0
1/1/2019 18:18,"fraud_Hoppe, Harris and Bednar",entertainment,74.91,M,MN,Horticultural therapist,611e97f9f8c76a901dd7b926fa76e5d0,0
1/1/2019 18:18,fraud_Daugherty LLC,kids_pets,99.84,M,IN,Biomedical engineer,0ac0229a04022830f86ee59dbf24057c,0
1/1/2019 18:18,fraud_Bernhard-Lesch,food_dining,44.46,M,CA,Wellsite geologist,2550b316c7c62fd80d73280f56b74566,0
1/1/2019 18:18,fraud_Boyer-Haley,travel,4.27,F,SD,"Development worker, international aid",ca36af9c5363d6e66b914efd595b87bd,0
1/1/2019 18:19,fraud_Schmidt-Larkin,home,43.58,F,MO,Electronics engineer,df56a9838d886325a589935476075447,0
1/1/2019 18:19,"fraud_Crist, Jakubowski and Littel",home,107.64,M,NE,Television/film/video producer,0134e6a797bcf8c07b28647ad33fd53a,0
1/1/2019 18:19,fraud_Kuhic LLC,shopping_net,3.25,F,KS,Secondary school teacher,e16da247215a399762f5216d367157ad,0
1/1/2019 18:20,fraud_Gleason and Sons,kids_pets,28.67,F,MN,Barrister,8732fa6a5340cc1ce587fc6079896148,0
1/1/2019 18:20,"fraud_Hettinger, McCullough and Fay",home,53.3,F,CT,Comptroller,6fa8e381e9405bfd1ae5f9fb098e4c14,0
1/1/2019 18:20,fraud_Fisher Inc,shopping_net,1.92,F,CA,Podiatrist,af5011d8e7cb6cc9c9bef96a9ad83195,0
1/1/2019 18:21,fraud_Turner and Sons,shopping_pos,137.93,M,PA,Gaffer,6382c0c4e02f87800090b03eca85a044,0
1/1/2019 18:21,"fraud_Welch, Rath and Koepp",entertainment,30.22,F,WY,Educational psychologist,fbe5c5c2784841f1103629883158df3e,0
1/1/2019 18:22,"fraud_Dare, Casper and Bartoletti",kids_pets,56.44,F,AR,Hydrologist,86abc245aab5f6cc12c0387b7c230e1e,0
1/1/2019 18:22,fraud_Champlin-Casper,home,200.48,M,NJ,"Radiographer, diagnostic",8a7f23b4e11fb0145f0d068a59151c9f,0
1/1/2019 18:22,"fraud_Schiller, Blanda and Johnson",home,7.57,F,IA,"Scientist, audiological",2631e48beb00cb4f8c1ce42207f147d1,0
1/1/2019 18:23,fraud_Ruecker-Mayert,kids_pets,98.6,F,VT,Claims inspector/assessor,f46619f2370966795e8848c9462c1e47,0
